,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4
,CGL220615,6/22/2015,15:30,CGL,CA,entrance to CGL,,,,,,,,,,,15,,,,,,,,,,,,,,,,,old collar seen,,,,,,,PM,,,
,MOW230615,6/23/2015,15:37,MOW,CA,mowana spa,,,,,,,,,,,31,,,,,,,pink and aqua collar ,,,,,,,,,,,,,,,,,PM,,,
,FOR240615,6/24/2015,16:30,FOR,CA,den site at the house near the hospital ,-17.80223,25.14932,,,,,,,,,16,,,,,,,,,,,,,,,,,"dogs, warthogs, and chickens showed aggressive behavior towards them so they kept going into den",,,,,,,PM,,,
,SEF240615,6/24/2015,10:38,SEF,CA,Thebe,,,,,,,,,,,30,,,,,,,,1,,old male that is emaciated,1,injured and limping,,,,,,,,,,,,AM,,,
,SEF250615,6/25/2015,10:00,SEF,CA,Thebe,,,,,,,,,,,12,,,,,,,,,,,,,,,,,crossing the road infront of Thebe,,,,,,,AM,,,
,CSL250615,6/25/2015,16:00,CSL,CA,front lawns,,,,,,,,,,,28,,,,,,,,1,,emaciated and constant sneezing,,,,,,,,,,,,,,PM,,,
,SEF260615,6/26/2015,10:00,SEF,CA and Kendall,Thebe maintenance ,,,,,,,,,,,25,,,,,,,,,,,,,,,,,very young troop- only about 5 that can be collared,,,,,,,AM,,,
,FOR260615,6/26/2015,15:00,FOR,CA and Warwick,Forestry department ,,,,,,,,,,,20,,,,,,,green collar with 2 small yellow stripes,,,,,,,,,,captured and admintered green collar with 2 small yellow stripes: troop ran to den site beside the police station: 17.804024 25.14884,,,,,,,PM,,,
,SEF260615,6/26/2015,9:30,SEF,CA,Thebe maintenance ,,,,,,,,,,,30,,,,,,,neon green collar,,,,,,,,,,administered neon green collar,,,,,,,AM,,,
,CSL290615,6/29/2015,14:00,CSL,CA and Claire,front lawns,,,,,,,,,,,25,,,,,,,brown collar,,,,,,,,,,brown collar administered,,,,,,,PM,,,
,FOR300615,6/30/2015,17:30,FOR,CA,police station,,,,,,,,,,,,,,,,,,"green collar, Charlotte",,,,,,,,,,,,,,,,,PM,,,
,WA300615,6/30/2015,16:00,WA,CA,,,,,,,,,,,,10,,,,,,, 2 collars,,,,1,juvenile limping,,,,,"in the trash at Kalahari tours- 2 collars, chopped tail, and injured juvenile (limping)",,,,,,,PM,,,
,WA300615,6/30/2015,9:57,WA,CA,old house,,,,,,,,,,,16,,,,,,,"2 collars, choppie, and blue collar",,,,,,,,,,,,,,,,,AM,,,
,SEF010715,7/1/2015,11:00,SEF,CA,thebe campsite bathrooms,,,,,,,,,,,25,,,,,,,,,,,,,,,,,attempted to capture- only small individuals ,,,,,,,AM,,,
,CSL010715,7/1/2015,14:52,CSL,CA,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,going into the bush behind Bush Lodge,,,,,,,PM,,,
,WA020715,7/2/2015,10:53,WA,CA,kalahari maintenance,,,,,,,,,,,15,,,,,,,,,,,1,limping individual improving ,,,,,,,,,,,,AM,,,
,MOW040715,7/4/2015,11:45,MOW,CA,mowana spa,,,,,,,,,,,30,,,,,,,"aqua, pink, blue collar with one yellow band collars",,,,,,,,,,aqua and pink collar present. blue collar with one yellow band administered,,,,,,,AM,,,
,CSL070715,7/7/2015,16:00,CSL,CA and Claire,CGL pool area,,,,,,,,,,,12,,,,,,,two old collars,1,,weezing and emaciated,,,,,,,two old collars sick 1 weezing and emaciated,,,,,,,PM,,,
,SEF070715,7/7/2015,15:30,SEF,Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing the road @ ministry of trade and indudstry (coming from Kaz before sefelana),,,,,,,PM,,,
,WA070715,7/7/2015,13:30,WA,CA,spar parking lot,,,,,,,,,,,13,,,,,,,,,,,,,,,,,one broke away from troop and caught back up at Gonda's,,,,,,,PM,,,
,CSL080715,7/8/2015,16:00,CSL,CA,,,,,,,,,,,,26,,,,,,,Choppie and brown collar,1,very sick,,,,,,,,1 very sick. Choppie and brown collar present ,,,,,,,PM,,,
,WA080715,7/8/2015,17:00,WA,Sabine,Kasane Shell Station,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,MOW080715,7/8/2015,11:00,MOW,CA,mowana spa,,,,,,,,,,,9,,,,,,,blue and pink collar,,,,,,,,,,majority under the deck- did see blue collar and pink collar,,,,,,,AM,,,
,CSL090715,7/9/2015,16:00,CSL,CA,front lawns,,,,,,,,,,,18,,,,,,,"brown collar, choppie",1,very sick,,,,,,,,"very sick individual, brown collar, choppie- a lot of the others were under the deck",,,,,,,PM,,,
,KAZB100715,7/10/2015,17:00,Kazungula Border,Nick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"crossing from Pete's through the trucks, towards the Zim Border",,,,,,,PM,,,
,MOW100715,7/10/2015,10:11,MOW,CA,mowana spa,,,,,,,,,,,24,,,,,,,"aqua, blue, and pink  ",,,,,,,,,,,,,,,,,AM,,,
,FOR130715,7/13/2015,12:00,FOR,CA,Marina ,,,,,,,,,,,~10,,,,,,,,,,,,,,,,,ran under the deck at Marina ,,,,,,,PM,,,
,WA130715,7/13/2015,15:37,WA,CA,Kalahari tours ,,,,,,,,,,,18,,,,,,,,,,,,,,,,,mobbed a dog that was harassing them,,,,,,,PM,,,
,CSL130715,7/13/2015,13:00,CSL,CA,CSL front lawns,,,,,,,,,,,25,,,,,,,,1,,sick one emaciated,,,,,,,,,,,,,,PM,,,
,WA140715,7/14/2015,13:22,WA,CA,Kalahari maintenance,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,FOR150715,7/15/2015,15:45,FOR,CA,police station,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,CSL150715,7/15/2015,8:05,CSL,Warwick,CSL rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,coming out of dens between rooms,,,,,,,AM,,,
,CSL170715,7/17/2015,12:30,CSL,CA,staff housing-Tim's house,-17.80779,25.14631,,,,,,,,,20,,,,,,,148.269,1,,,,,,,,,collar 148.269 deployed; captured one of the sick individuals (*den site near there: 17.79936 25.24713),,,,,,,PM,,,
,WA180715,7/18/2015,15:30,WA,"CA, Claire, Kathy",kalahari maintenance,,,,,,,,,,,16,,,,,,,collared 148.319 and plastic collar (fell off later),,,,,,,,,,,,,,,,,PM,,,
,WA180715,7/18/2015,10:00,WA,CA,near builder's world ,,,,,,,,,,,16,,,,,,,"BM29915, BM30015",,,,,,,,,,BM29915 and BM30015 returned to troop,,,,,,,AM,,,
,CSL200715,7/20/2015,9:00,CSL,"CA, Lipa, Kendall",campsite,,,,,,,,,,,20,,,,,,,,1,,sick individual had bubble coming from his nose,,,,,,,,,,,,,,AM,,,
,FOR210715,7/21/2015,10:46,FOR,"CA, Lipa, Kendall",Chobe District council,,,,,,,,,,,15,,,,,,,,,,,,,,,,,captured crippled individual,,,,,,,AM,,,
,CCH210715,7/21/2015,,CCH,Kathy and Steph,kitchens,,,,,,,,,,,15,,,,,,,,,,,,,,,,,Kathy and Steph went to Chilwero and the staff said the troop has been back for ~2 weeks,,,,,,,PM,,,
,KUBU220715,7/22/2015,9:00,KUBU,CA and Steph,kitchens,,,,,,,,,,,8,,,,,,,,,,,,,,,,,didn't take interest in the traps,,,,,,,AM,,,
,CCH230715,7/23/2015,13:00,CCH,CA,CCH kitchens,,,,,,,,,,,10,,,,,,,,,,,,,,,,,took bait from traps but didn’t go in,,,,,,,PM,,,
,SEF230715,7/23/2015,11:45,SEF,CA and Kendall,&beyond ,,,,,,,,,,,30,,,,,,,BM30215,,,,,,,,,,BM30215 collared 148.180,,,,,,,AM,,,
,CSL240715,7/24/2015,9:00,CSL,CA,campsites,,,,,,,,,,,26,,,,,,,,1,,,,,,,,,sick one too vigilant ,,,,,,,AM,,,
,CCH250715,7/25/2015,13:00,CCH,CA,CCH kitchens,,,,,,,,,,,8,,,,,,,,,,,,,,,,,caught 2 individuals that were too small,,,,,,,AM,,,
,KUBU250715,7/25/2015,10:00,KUBU,CA,kitchens,,,,,,,,,,,8,,,,,,,,,,,,,,,,,only captured individual that was too small,,,,,,,AM,,,
,KUBU250715,7/25/2015,9:50,KUBU,CA,moving from kitchens past reception,,,,,,,,,,,8,,,,,,,,,,,,,,,,,one took interest in the traps but the gardener scared them off,,,,,,,AM,,,
,MOW270715,7/27/2015,13:15,MOW,CA,spa,,,,,,,,,,,31,,,,,,,"aqua, pink, and blue collar ",,,,,,,,,,Captured one that was too small to collar,,,,,,,PM,,,
,CCH270715,7/27/2015,14:30,CCH,CA,kitchens ,,,,,,,,,,,17,,,,,,,,,,,,,,,,,going from kitchens to staff housing ,,,,,,,PM,,,
,KUBU280715,7/28/2015,9:36,KUBU,CA,walking past reception and went into the bushes behind the parking,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,MOW280715,7/28/2015,12:15,MOW,CA,"golf course, spa, rooms, and reception",,,,,,,,,,,15,,,,,,,,,,,,,,,,,very sporadic- constantly calling to each other,,,,,,,PM,,,
,MOW280715,7/28/2015,11:00,MOW,CA,golf course,,,,,,,,,,,30,,,,,,,,,,,,,,,,,ran into the bushes,,,,,,,AM,,,
,KUBU290715,7/29/2015,13:25,KUBU,CA,kitchens,,,,,,,,,,,8,,,,,,,,,,,,,,,,,took bait from traps but didn’t go in,,,,,,,PM,,,
,WA290715,7/29/2015,16:00,WA,CA,Kalahari tours parking lot,17.79314,25.15583,,,,,,,,,17,,,,,,,"new collar, old collar, blue plastic, choppie ",,,,,,,,,,,,,,,,,PM,,,
,KUBU300715,7/30/2015,13:20,KUBU,CA,kitchens,,,,,,,,,,,,,,,,,, pink plastic and radio collar ,,,,,,,,,,captured Kubu- pink plastic and radio collar administered,,,,,,,PM,,,
,KAZB300715,7/30/2015,,Kazungula Border,CA,Zambian borderpost ,,,,,,,,,,,,,,,,,,,,,,,,,,,,there for most of the work day,,,,,,,,,,
,CSL300715,7/30/2015,9:20,CSL,CA,campsite,,,,,,,,,,,10,No,,,,,,,,,,,,,,,,in the bushes- didn’t get full count,,,,,,,AM,,,
,WA300715,7/30/2015,10:00,WA,CA,Di's property beside Kalahari,-17.79317,25.15543,,,,,,,,,,,,,,,,,,,,,,,,,,heard them in the property beside Kalahari maintenance,,,,,,,AM,,,
,SEF200715,7/30/2015,10:25,SEF,CA,Thebe ,-17.78555,25.18272,,,,,,,,,30,,,,,,,"old collar +half tail, neon collar, new collar",,,,,,,,,,"old collar +half tail, neon collar, new collar, young one with snare",,,,,,,AM,,,
,KUBU310715,7/31/2015,11:05,KUBU,CA,den near pipes at kitchens,-17.7956,25.22741,,,,,,,,,8,,,,,,,,,,,,,,,,,went into den when I approaced ,,,,,,,AM,,,
,CCH310715,7/31/2015,12:30,CCH,CA,kitchens/parking,,,,,,,,,,,15,,,,,,,collar (148.409) and ear tags deployed,,,,,,,,,,collar (148.409) and ear tags deployed,,,,,,,,,,
,MOW310715,7/31/2015,9:15,MOW,CA,"spa, parking, golf course, receptions",,,,,,,,,,,20,,,,,,,,,,,,,,,,,ran around and called until the went into the bush behind staff housing ,,,,,,,AM,,,
,KUBU310715,7/31/2015,11:00,KUBU,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,beep near the deck- didn’t get a visual ,,,,,,,AM,,,
,SEF010815,8/1/2015,12:00,SEF,CA,thebe campsite,,,,,,,,,,,,,,,,,,,,,,,,,,,,didn’t see them but the were in the den near the rocks at campsite,,,,,,,PM,,,
,CCH010815,8/1/2015,13:20,CCH,CA,kitchens ,,,,,,,,,,,,,,,,,,,,,,,,,,,,under concrete at kitchens ,,,,,,,PM,,,
,KAZB020815,8/2/2015,,Kazungula Border,Steph,at the turn off to Peter Comley's ,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CFT030815,8/3/2015,13:30,Chobe Farm troop,,Chobe Farms,,,,,,,,,,,,,,,,,,,,,,,,,,,,guy called because the troop was at the farms during lunch,,,,,,,PM,,,
,,8/3/2015,,,Steph and Lipa,CNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,saw them going into an old log on the upper forestry road in the park,,,,,,,PM,,,
,WA030815,8/3/2015,9:00,WA,CA,personal property beside Kalahari maintenance ,,,,,,,,,,,,,,,,,,,,,,,,,,,,hear them under the containers,,,,,,,AM,,,
,CSL040815,8/4/2015,9:30,CSL,CA,CNP- behind bush lodge,,,,,,,,,,,10,No,,,,,,,,,,,,,,,,staying in the bush-can't get full count,,,,,,,AM,,,
,FOR040815,8/4/2015,17:30,FOR,CA and Tempe,going from choppies to forestry,-17.80823,25.15309,,,,,,,,,14,,,,,,, ,,,,,,,,,,running across the road,,,,,,,PM,,,
,CSL050815,8/5/2015,9:00,CSL,CA,on the front lawns closest to choppies,-17.80552,25.14632,,,,,,,,,9,,,,,,,,,,,,,,,,,staying under the walkway,,,,,,,AM,,,
,WA050815,8/5/2015,12:55,WA,CA,containers at Kalahari ,-17.79321,25.15553,,,,,,,,,12,,,,,,,"old and new collar, blue plastic, and choppie",,,,,,,,,,,,,,,,,PM,,,
,CSL050815,8/5/2015,9:00,CSL,CA and Tom,on the front lawns of room closest to choppies,-17.80552,25.14632,,,,,,,,,20,,,,,,,,1,,,,,,,,,tried to capture the sick one- still fast,,,,,,,AM,,,
,WA060815,8/6/2015,12:00,WA,CA,District council,,,,,,,,,,,16,,,,,,,"orange plastic collar, white plastic ",,,,,,,,,,"captured and took of the old 148.110 collar and replaced with orange plastic collar, white plastic also deployed",,,,,,,PM,,,
,CCH060815,8/6/2015,13:00,CCH,Franquar ,kitchens,,,,,,,,,,,,,,,,,,,,,,1,collared individual is limping,,,,,,,,,,,,PM,,,
,CSL060815,8/6/2015,8:30,CSL,CA,front lawns of rooms closest to choppies,,,,,,,,,,,25,,,,,,,"brown collar, sick, and radio collar present",1,,,,,,,,,,,,,,,,AM,,,
,WA060815,8/6/2015,13:15,WA,CA,Gonda's house,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,SEF090815,8/9/2015,15:00,SEF,CA,road beside thebe ,,,,,,,,,,,30,,,,,,,BM 30915,,,,,,,,,,capture: BM 30915 (148.330),,,,,,,PM,,,
,,8/10/2015,16:30,,CA,near center,,,,,,,,,,,10,,,,,,,,,,,,,,,,,swa the troop that comes from the Plateau around the untamed area ,,,,,,,PM,,,
,MOW100815,8/10/2015,18:00,MOW,CA,mowana reception,,,,,,,,,,,,,,,,,,,,,,,,,,,,heard them under the deck ,,,,,,,PM,,,
,MOW100815,8/10/2015,10:30,MOW,CA and Nisha,road at the end of the gold course,,,,,,,,,,,,,,,,,, BM31015,,,,,,,,,,collared BM31015,,,,,,,AM,,,
,CCH110815,8/11/2015,15:30,CCH,CA,maintenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,collected urine samples ,YES,,,,,,PM,,,
,CSL110815,8/11/2015,17:45,CSL,CA,gully behind the kitchens ,,,,,,,,,,,17,,,,,,,brown collar and radio collar ,,,,,,,,,,,,,,,,,PM,,,
,FOR110815,8/11/2015,8:30,FOR,CA,den at house beside hosptial ,,,,,,,,,,,,,,,,,,Charlotte,,,,,,,,,,Old collar (Charlotte's) getting signal ,,,,,,,AM,,,
,CSL110815,8/11/2015,9:00,CSL,CA,"bush, kitchens, parking lot ",,,,,,,,,,,10,,,,,,,,,,,,,,,,,very spread out,,,,,,,AM,,,
,FOR110815,8/11/2015,11:00,FOR,CA,police station,,,,,,,,,,,3,,,,,,,dark green plastic collar ,,,,,,,,,,,,,,,,,AM,,,
,KUBU120815,8/12/2015,12:00,KUBU,,buy n' building parking lot,,,,,,,,,,,8,,,,,,,new collar and pink plastic with them,,,,,,,,,,,,,,,,,PM,,,
,WA120815,8/12/2015,13:30,WA,CA,around and under container at Gonda's,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,MOW120815,8/12/2015,9:25,MOW,CA,running across the road behind staff housing,,,,,,,,,,,33,,,,,,,new collar and aqua plastic ,,,,,,,,,,,,,,,,,AM,,,
,WA130815,8/13/2015,10:25,WA,CA,District council,,,,,,,,,,,14,,,,,,,orange collar + ear tags,,,,,,,,,,orange collar still has ear tags,,,,,,,AM,,,
,SEF130815,8/13/2015,13:40,SEF,CA,under container to the left of thebe ,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,PM,,,
,CSL130815,8/13/2015,9:00,CSL,CA,bushes between bush lodge and main road ,,,,,,,,,,,10,,,,,,,,,,,,,,,,,looks like they came from the Plateau,,,,,,,AM,,,
,KAZI140815,8/14/2015,10:00,Kazungula Industrial,CA,,-17.80654,25.24805,,,,,,,,,13,,,,,,,,,,,,,,,,,one with tail completely chopped off- captured a juvenile ,,,,,,,AM,,,
,KUBU140815,8/14/2015,13:00,KUBU,CA,den site behind campsite toilets,-17.7956,25.2337,,,,,,,,,8,,,,,,,collar and pink collar,,,,,,,,,,,,,,,,,PM,,,
,CSL140815,8/14/2015,8:56,CSL,CA,,-17.80824,25.14547,,,,,,,,,3,,,,,,,,,,,,,,,,,stayed in the bushes,,,,,,,,,,
,FOR140815,8/14/2015,9:20,FOR,,drain near information services- closest to marina,,,,,,,,,,,,,,,,,,,,,,,,,,,,full signal at drain but didn’t see or hear them,,,,,,,,,,
,WA140815,8/14/2015,10:34,WA,CA,District council,,,,,,,,,,,9,,,,,,,white collar,,,,,,,,,,white collar present- others in drains,,,,,,,,,,
,KUBU170815,8/17/2015,11:45,KUBU,CA,den site behind campsite toilets,-17.7956,25.2337,,,,,,,,,8,,,,,,,collar and pink collar present,,,,,,,,,,,,,,,,,AM,,,
,SEF170815,8/17/2015,13:00,SEF,CA,behind the gate where the game drive vehichles park,,,,,,,,,,,,,,,,,,,,,,,,,,,,only heard them,,,,,,,,,,
,CSL170815,8/17/2015,8:30,CSL,CA,CSL,-17.78742,25.15755,,,,,,,,,26,,,,,,,collar and choppie,,,,,,,,,,crossing from CSL towards bush lodge- collar and choppie present,,,,,,,AM,,,
,WA170815,8/17/2015,9:08,WA,CA,water lilly parking lot,-17.79493,25.1543,,,,,,,,,14,,,,,,,"2 collars, orange, white, blue, and chops",,,,,,,,,,,,,,,,,,,,
,MOW170815,8/17/2015,9:15,MOW,CA,going from private housing to maintenance,-17.7827,25.16043,,,,,,,,,31,,,,,,,,1,,,,,,,,, ,,,,,,,AM,,,
,KUBU170815,8/17/2015,9:43,KUBU,CA,bushes behind the den near kitchens,-17.79559,25.22718,,,,,,,,,7,,,,,,,radio collar and pink plastic ,,,,,,,,,,,,,,,,,AM,,,
,SEF170815,8/17/2015,10:26,SEF,CA,& beyond ,-17.78485,25.17234,,,,,,,,,36,,,,,,,snared individual still there,,,,,,,,,,,,,,,,,AM,,,
,FOR180815,8/18/2015,10:45,FOR,CA,drain by police station,-17.803,25.14909,,,,,,,,,10,,,,,,,,,,,,,,,,,ran when I approched ,,,,,,,AM,,,
,CCH180815,8/18/2015,12:05,CCH,CA,front lawns,-17.82088,25.1368,,,,,,,,,3,,,,,,,,,,,,,,,,,running from the maids,,,,,,,PM,,,
,CSL180815,8/18/2015,8:45,CSL,CA,CSL,-17.80824,25.14657,,,,,,,,,11,,,,,,,,,,,,,,,,,going from CNP to CSL,,,,,,,AM,,,
,WA180815,8/18/2015,9:15,WA,CA,Gonda's,-17.79704,25.15226,,,,,,,,,,,,,,,,,,,,,,,,,,under the container,,,,,,,AM,,,
,MOW180815,8/18/2015,9:35,MOW,CA,mowana spa,-17.78452,25.15795,,,,,,,,,29,,,,,,,collar and pink collar ,,,,,,,,,,,,,,,,,AM,,,
,CCH1980815,8/18/2015,11:00,CCH,CA,bushes between reception and maintenance,-17.02785,25.13742,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,AM,,,
,CSL190815,8/19/2015,8:40,CSL,CA,bush lodge,-17.80832,25.14666,,,,,,,,,,,,,,,,,,,,,,,,,,only strong signal towards the park,,,,,,,AM,,,
,WA190815,8/19/2015,8:50,WA,CA,hepburns driveway,-17.79451,25.1544,,,,,,,,,16,,,,,,,"radio, white, blue, and orange",,,,,,,,,,,,,,,,,AM,,,
,SEF/TBE190815,8/19/2015,9:20,SEF/THEBE,CA,thebe campsites ,,,,,,,,,,,30,,,,,,,,,,,,,,,,,running around- some in trash,,,,,,,AM,,,
,KAZB260815,8/26/2015,7:40,Kazungula Border,Nick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,crossing into Zimbabwe,,,,,,,AM,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,8/27/2015,9:45,FOR,Stephanie and Nisha,Chobe Land Board on the river side,-17.8038971,25.1478043,,,,,,,,,15,,,0,,,,Green collar with yellow stripes; two radiocollars,0,,,0,,no,,no,no,"two troops in contact; quite aggressive with alarm calling, chasing, standing on back legs, bushy tails; a separate group of 14 individuals went behind Choppies",,,,,,,,,,
,,8/27/2015,11:10,MOW,Stephanie and Nisha,Bush at the town side of Mowana golf course,-17.7895879,25.157479,,,,,,,,,20,,,0,,,,Orange collar,0,,,0,,no,,no,no,Running across the dirt road; difficult to observe,,,,,,,,,,
,,8/27/2015,12:20,THEBE,Stephanie and Nisha,Campsite #8 at Thebe River Safaris,-17.7858437,25.1826409,,,,,,,,,15,,,0,,,,Radiocollar,0,,,0,,no,,no,no,Foraging and resting in the shade,,,,,,,,,,
,,8/27/2015,15:30,CCH,Stephanie and Nisha,CCH swimming pool area,-17.8269535,25.1380491,,,,,,,,,11,,,0,,,,Radiocollar; individual with 3/4 tail,0,,,1,5 - not using left hind leg,no,,no,no,Radiocollared inidividual injured - not using left hind leg and emaciated; ran under green water tanks,,,,,,,,,,
,,8/28/2015,9:05,CSL,Stephanie and Nisha,Safari tents at CSL,-17.8084964,25.1459804,,,,,,,,,40,,,0,,,,Brown collar with yellow stripes,Unable to determine,,,Unable to determine,,no,,no,no,Under Safari tent #2; difficult to observe; a very aggressive fight was audible,,,,,,,,,,
,,8/28/2015,10:00,WA,Stephanie and Nisha,Container behind Chobe Private Clinic,-17.7922695,25.1558965,,,,,,,,,32,,,0,,,,Blue collar with yellow stripes; radiocollar; white collar; orange collar,1,3,3 - emaciated; swollen eyes and nose; hunched back; fearlessness,0,,no,,no,no,Foraging in the rubbish around the container; very curious,,,,,,,,,,
,,8/28/2015,11:00,SEF,Stephanie and Nisha,Fire station parking lot,-17.7889698,25.1821473,,,,,,,,,18,,,0,,,,Radiocollar,0,,,0,,no,,no,no,Running from the fire station to the road between the dumpsite and Chobe Farms; joined up with another troop of 14 mongooses; travelled to the container behind the farm fridges,,,,,,,,,,
,,8/28/2015,11:30,KUBU,Stephanie and Nisha,Lawns in front of chalet #2,-17.7948873,25.2277529,,,,,,,,,9,,,0,,,,Radiocollar; pink collar,0,,,0,,no,,no,no,Resting on the lawns; skittish,,,,,,,,,,
,CSL040915,9/4/2015,10:00,CSL,Stephanie and Nisha,Front entrance to CSl and curio shop,-17.8059171,25.1471472,,,,,,,,,26,,,0,,,,Brown collar with yellow stripes; Individual with 3/4 tail,1,,4 - emaciated; swollen face,0,,no,,no,no,Foraging on the lawns; No signal/identification of the radiocollar (potentially fallen off),,,,,,,,,,
,FOR040915,9/4/2015,10:40,FOR,Stephanie and Nisha,Parking lot on the Marina side of the hospital,-17.8015502,25.1490033,,,,,,,,,19,,,0,,,,Green collar with yellow stripes; two radiocollars,0,,,0,,no,,no,no,Climbed over the wall into Marina Lodge,,,,,,,,,,
,MOW040917,9/4/2015,11:15,MOW,Stephanie and Nisha,Bush between Garden Lodge and Mowana golf course,-17.7902162,25.157463,,,,,,,,,Unable to determine,,,0,,,,Green collar; pink collare; radiocollar,Unable to determine,,,Unable to determine,,no,,no,no,Running away through thick bush,,,,,,,,,,
,SEF040915,9/4/2015,12:00,SEF,Stephanie and Nisha,Buildings next to Sefalana and behind Haskins,-17.784983,25.1756805,,,,,,,,,25,,,0,,,,two radiocollars (SEF? & THEBE?); one old radiocollar; one radiocollar on an indivudal with half a tail; orange collar,1,5,5 - emaciated; hunched back,0,,no,,no,no,16 individuals by building next to Sefalana; 9 individuals behind Haskins; strong signal from both radiocollars; both troops together; difficult to indentify the individual troops,1,Sef/Thebe,,,,,,,,
,TBE040915,9/4/2015,12:00,THEBE,Stephanie and Nisha,Buildings next to Sefalana and behind Haskins,-17.784983,25.1756805,,,,,,,,,25,,,0,,,,two radiocollars (SEF? & THEBE?); one old radiocollar; one radiocollar on an indivudal with half a tail; orange collar,1,6,6 - emaciated; hunched back,0,,no,,no,no,16 individuals by building next to Sefalana; 9 individuals behind Haskins; strong signal from both radiocollars; both troops together; difficult to indentify the individual troops,1,Sef/Thebe,,,,,,,,
,,9/4/2015,12:45,KUBU,Stephanie and Nisha,Possibly underground in front of the Nel's house,-,-,,,,,,,,,Unable to determine,,,0,,,,Unable to determine,Unable to determine,,,Unable to determine,,no,,no,no,Could not be seen,,,,,,,,,,
,,9/4/2015,13:30,WA,Stephanie and Nisha,Rocks behind the laundromat,-17.798192,25.1566717,,,,,,,,,Unable to determine,,,0,,,,Blue collar with yellow stripes; orange collar,Unable to determine,,,Unable to determine,,no,,no,no,Denning inside the rock pile,,,,,,,,,,
,,9/10/2015,10:50,CGL,Stephanie and Warwick,CGL lawns,-17.840647,25.0766078,,,,,,,,,20,,,7,,,,two radiocollars  ,6,,All had nose and face lesions and were emaciated; one had a missing nose; one had swollen testes,6,face and nose lesions,no,,no,no,Lying in the sun on the CGL lawns; many troop individuals looking sick; not disturbed by us,,,,,,,,,,
,,9/10/2015,12:30,CSL,Stephanie and Warwick,-,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,-,,-,-,Collar has fallen off; Retrieved from under the mokoros next to the spa,,,,,,,,,,
,,9/10/2015,14:40,MOW,Stephanie and Warwick,-,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,-,,-,-,Collar signal at the end of Seboba near Mowana but area inaccessible,,,,,,,,,,
,,9/29/2015,10:32,MOW,Stephanie and Nisha,Brett McDonald's house,-17.7814533,25.1617894,,,,,,,,,42,,,0,,,,Yellow collar; orange collar; dark blue collar; radiocollar,1,,6,0,,no,,no,no,Resting in the shade next to a small bird bath in the bush next to the house,,,,,,,,,,
,,9/29/2015,11:21,SEF,Stephanie and Nisha,Under a Land Cruiser scrap at Thebe River Safaris,-17.7855092,25.1820508,,,,,,,,,Unable to determine,,,0,,,,Unable to determine,Unable to determine,,,Unable to determine,,no,,no,no,Lying under the car in thick grass so could not be seen,,,,,,,,,,
,,9/29/2015,11:45,THEBE,Stephanie and Nisha,-,-,-,,,,,,,,,-,,,-,,,,-,-,,-,-,-,-,,-,-,Collar signal from outside Thebe's boundary fence by campsites 9 and 10; area inaccessible,,,,,,,,,,
,,10/23/2015,9:00,FOR,Stephanie and Nisha,Behind Choppies,-17.80515,25.14682,,,,,,,,,15,,,0,,,,Radiocollar,0,,,0,,no,,no,no,Running through thick bush; difficult to count and observe,,,,,,,,,,
