,Unnamed: 0,Observation ID,Date,Time,Troop,Observers,Location,Latitude,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Count,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,# Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,AM/PM,Time up,Not seen,Columna4,ObsYear,ObsMonth,cleaner,Tuple
460,,CSL250416,2016-04-25,9:28,CSL,Daniel,coming from spa area to front lawns,17.80661,25.14658,,,,,,,,,22.0,No,,-,,,,"Choppie, Irene",-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,4.0,1.0,"(4.0, 2016.0)"
461,,CSL270416,2016-04-27,17:10,CSL,CA & Daniel,in residental area behind church-,17.80531,25.1493,,,,,,,,,15.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,4.0,1.0,"(4.0, 2016.0)"
462,,CSL280416,2016-04-28,10:24,CSL,Daniel,At campsite,17.8052,25.14919,,,,,,,,,22.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,4.0,1.0,"(4.0, 2016.0)"
463,A,CSL200516,2016-05-20,11:00,CSL,Danial,,,,,,,,,,,,23.0,,,6,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,5.0,1.0,"(5.0, 2016.0)"
464,B,CSL200516,2016-05-20,7:40,CSL,Danial,,17.79735,25.15554,,,,,,,,,24.0,,,8,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,5.0,1.0,"(5.0, 2016.0)"
465,,CSL300516,2016-05-30,15:50,CSL,CA & Maddie,Foraging infront of spa,17.80784,25.14561,,,,,,,,,23.0,,,-,,,,"Choppie, Half Tail",-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,5.0,1.0,"(5.0, 2016.0)"
466,,CSL130616,2016-06-13,15:39,CSL,CA and Maddie,Coming from kitchens to front lawns,17.80652,25.1461,,,,,,,,,25.0,,,-,,,,"Biltong, Choppie, Irene",-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,6.0,1.0,"(6.0, 2016.0)"
467,,CSL200616,2016-06-20,16:15,CSL,CA,Foraging behind campsite bathrooms,-,-,,,,,,,,,31.0,,,-,,,,-,2? ,,dark noses and sneezing,-,-,no,,no,no,,,,,,,,,,,,2016.0,6.0,1.0,"(6.0, 2016.0)"
468,,CSL060716,2016-07-06,17:45,CSL,Mitch,Crossing pool area,-,-,,,,,,,,,17.0,No,,-,,,,-,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
469,,CSL070716,2016-07-07,17:45,CSL,CA and Lipa,Going from CSL to Labour den,17.82756,25.13784,,,,,,,,,10.0,No,,-,,,,RadiocollarChoppie,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
470,,CSL120716,2016-07-12,16:45,CSL,CA,Foraging infront of Mariam and Tim's house,-,-,,,,,,,,,15.0,No,,-,,,,RadiocollarChoppie,-,,-,-,-,no,,no,no,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
471,,CSL200716,2016-07-20,8:00,CSL,CA,Foraging and digging around the den between the rooms closest to campsites,17.79493,25.18295,,,,,,,,,20.0,No,,-,,,,Choppie,2,,"1 Emaciated, Swollen Nose, Bledding Nose 2. Nose swollen and sunken, glossy eyes",-,-,yes,21.0,no,no,21 feces,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
472,,CSL210716,2016-07-21,6:05,CSL,CA,Digging around the den between rooms,17.79493,25.18295,,,,,,,,,3.0,No,,-,,,,-,-,,-,-,-,no,,no,no,Others inside den,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
473,,CSL250716,2016-07-25,19:10,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,90,-,Buildings,Slash pile,Degraded riparian forest,10.0,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
474,,CSL260716,2016-07-26,18:00,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,30,-,Buildings,Slash pile,Degraded riparian forest,16.0,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
475,,CSL270716,2016-07-27,9:00,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,26.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
476,,CSL280716A,2016-07-28,12:30,CSL,CA,,17.80409,25.14834,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,25.0,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
477,,CSL280716B,2016-07-28,17:21,CSL,CA,,17.78915,25.17734,No Rain,Urban,-,0,-,Buildings,Slash pile,Degraded riparian forest,15.0,No,-,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
478,,CSL290716,2016-07-29,14:56,CSL,CA,,-,-,No Rain,Lodge,-,10,-,Buildings,-,Degraded riparian forest,28.0,No,,,,,, Blue Ear tag ,2,,"(The sick 2---1.) nose swollen 2.) nose swollen, bleeding, emaciated)",,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
479,,CSL300716,2016-07-30,10:33,CSL,CA,,-,-,No Rain,Lodge,-,0,-,Buildings,-,Degraded riparian forest,30.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
480,,CSL310716,2016-07-31,8:59,CSL,CA,,-,-,No Rain,Lodge,-,0,-,Cultivated (lawn),-,Degraded riparian forest,15.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,7.0,1.0,"(7.0, 2016.0)"
481,,CSL010816,2016-08-01,18:07,CSL,CA,,17.80759,25.14582,No Rain,Lodge,-,15,-,Buildings,Under container,Degraded riparian forest,6.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
482,,CSL030816,2016-08-03,17:30,CSL,CA,,17.80409,25.14834,No Rain,Lodge,-,0,-,Buildings,Slash pile,Degraded riparian forest,5.0,No,,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
483,,CSL190816,2016-08-19,17:48,CSL,Mike,,17.803784,25.14788,No Rain,Urban,-,0,-,Buildings,Scrap heap,Chobe River sandbank,3.0,,5,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
484,,CSL260816,2016-08-26,15:48,CSL,Mike,,17.8043,25.14781,No Rain,Urban,-,0,No,Buildings,-,-,10.0,No,20,,,,,,,,,,,,,,,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
485,,CSL290816,2016-08-29,15:30,CSL,Mike,,17.807105,25.146901,No Rain,Lodge,-,0,No,Buildings,-,-,32.0,No,50,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
486,,CSL310816,2016-08-31,17:20,CSL,Mike,,17.80716,25.14646,No Rain,Lodge,-,0,No,Buildings,Building material,-,24.0,,50,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,8.0,1.0,"(8.0, 2016.0)"
487,,CSL070916,2016-09-07,10:00,CSL,Mike,,17.80753,25.1464,No Rain,Lodge,-,0,No,Buildings,-,-,24.0,No,20,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
488,,CSL090916,2016-09-09,10:25,CSL,Mike,,17.80331,25.14765,No Rain,Urban,-,0,No,Heavily degraded,-,Chobe River sandbank,30.0,No,15,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
489,,CSL190916,2016-09-19,17:00,CSL,"Mike, Lloyd",,17.80786,25.14544,No Rain,Lodge,-,0,No,Slightly degraded,Building,-,2.0,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
490,,CSL210916,2016-09-21,17:16,CSL,Mike,,17.80681,25.14604,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,24.0,,40,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,9.0,1.0,"(9.0, 2016.0)"
491,,CSL171016,2016-10-17,18:30,CSL,Mike,,17.807388,25.14776,No Rain,Lodge,-,0,No,Cultivated (lawn),Building,-,22.0,No,20,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
492,,CSL181016,2016-10-18,17:50,CSL,Mike,,17.80739,25.14776,No Rain,Lodge,-,20,No,Cultivated (lawn),Building,-,20.0,No,35,,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
493,,CSL241016,2016-10-24,16:00,CSL,Mike,,17.807202,25.146443,No Rain,Lodge,-,40%,No,Heavily degraded,-,-,22.0,No,50,,,,,L. Red,1,,emaciated,,,,,no,no,,,,,,,,,,,,2016.0,10.0,1.0,"(10.0, 2016.0)"
494,,CSL221216,2016-12-22,9:00,CSL,Kabelo,,-,-,No Rain,Undeveloped,-,-,No,Pristine,-,-,27.0,,,3,,,,,,,,,,,,no,no,,,,,,,,,,,,2016.0,12.0,1.0,"(12.0, 2016.0)"
495,,CSL271216,2016-12-27,15:48,CSL,Mike,CSL campsite,17.808203,25.145771,No Rain,Lodge,-,80,Yes,Buildings,-,-,30.0,No,-,>5,,,,"eartags-left red, left purple, right red, left yellow, plus radiocollar",,-,,,,,,no,no,,,,,,,,,,,,2016.0,12.0,1.0,"(12.0, 2016.0)"
496,,CSL281216,2016-12-28,10:35,CSL,Kabelo,Close to river at CSL,17.806715,25.145897,No Rain,Undeveloped,-,-,No,Slightly degraded,-,-,27.0,,-,4,,,,#VALUE!,,-,,,,,,no,no,,,,,,,,,,,,2016.0,12.0,1.0,"(12.0, 2016.0)"
497,,CSL301216,2016-12-30,11:05,CSL,Kabelo,,17.806859,25.146944,No Rain,Lodge,-,-,No,Buildings,-,-,27.0,,-,5,,,,,,-,,,,,,no,no,,,,,,,,,,,,2016.0,12.0,1.0,"(12.0, 2016.0)"
498,,CSL040117,2017-01-04,11:20,CSL,Kabelo,Outside of Marina,17.802698,25.14829,No Rain,Urban,-,-,No,Buildings,-,-,27.0,,-,8,,,,,,-,,,,,,no,no,,,,,,,,,,,,2017.0,1.0,1.0,"(1.0, 2017.0)"
499,,CSL190117,2017-01-19,10:10,CSL,"Mike, Kabelo",Near Mog's house parking lot,17.806531,25.146177,No Rain,Lodge,-,90,Yes,Heavily degraded,Building,-,31.0,,-,6,,,,"Right red ear, Right orange ear, Left green ear, Left orange ear, Left yellow ear",1,3,"Emaciated, slightly swollen nose",,,,,no,no,1 adult male appears very thin,,,,,,,,,,,2017.0,1.0,1.0,"(1.0, 2017.0)"
500,,CSL060217,2017-02-06,16:50,CSL,"Mike, Kabelo",Near garage,17.806752,25.147038,No Rain,Lodge,-,90,No,Buildings,Building Material,-,27.0,No,20,>4,,,,"Orange collar/left red ear, right red ear, right orange ear, Left yellow ear",1?,5,"Swollen nose, somewhat thin",-,-,-,,no,no,"1 with very swollen nose, emplyee says one with ""blister"" on back left leg--we could not find it",,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
501,,CSL070217,2017-02-07,15:40,CSL,"Mike, Kabelo",Near chalets,17.80648,25.14616,No Rain,Lodge,-,20,No,Heavily degraded,Scrap Heap,-,37.0,,-,17,,,,"R. red eartag, Left yellow eartag",2,"5, 4","One with swollen nose, one very thin",-,-,-,,no,no,12 pups look very young,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
502,,CSL090217,2017-02-09,15:40,CSL,"Mike, Kabelo",Scrap pile by chalet,17.80648,25.14616,No Rain,Lodge,-,20,No,Heavily degraded,Scrap Heap,-,37.0,,25,17,,,,"L. Yellow, radio collar",2,5,"one with swollen nose, one very thin",0,-,-,,no,no,"12 of the juveniles are a few months old, 5 are new born",,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
503,,CSL170217,2017-02-17,11:33,CSL,"Mike, Kabelo", near campsite,17.80839,25.14561,No Rain,Lodge,-,85,No,Heavily degraded,Building,-,40.0,No,30,15?,,,,"L. Yellow, R. red",One sick individual seen,2,thin,-,-,-,,no,no,A bunch of small pups running around,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
504,,CSL190217,2017-02-19,17:45,CSL,Mike,Labor,17.80397,25.148319,No Rain,Lodge,-,65,No,Heavily degraded,Scrap Heap,-,20.0,,10,-,,,,R. Red eartag,-,-,-,-,-,-,,-,-,Brought abandoned pup back to troop,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
505,,CSL240217,2017-02-24,8:20,CSL,Mike,CSL Campsite entrace,,,No Rain,Lodge,-,90,No,Heavily degraded,-,-,11.0,,,8,,,,"R. red, L. Yellow",-,-,-,-,-,-,,-,-,"Three adults and 8 pups alone, huddled together at campsite. Rest of troop not in site…no signal.",,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
506,,CSL240217B,2017-02-24,16:40,CSL,Mike,CSL Campsite,,,No Rain,Lodge,-,70,No,Heavily degraded,-,-,24.0,,,10,,,,"L. red/collar, L. Yellow, L. Orange, R. red",2?,-,"Male with swollen nose, L. red with collar looks a bit thin",,,,,,,,,,,,,,,,,,2017.0,2.0,1.0,"(2.0, 2017.0)"
507,,CSL030317,2017-03-03,11:46,CSL,Kabelo,Behind Choppies,17.804252,25.147235,No Rain,Lodge,-,-,No,Buildings,Hole in tree,-,24.0,,-,6,,,,L. Green ear,1,6,Same adult male with swollen nose,-,-,-,,-,-,,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
508,,CSL060317,2017-03-06,10:40,CSL,"Mike, Kabelo","Wooded ""island"" between CSL and Bush lodge lots",,,No Rain,Lodge,-,85,No,Heavily degraded,-,-,30.0,,30,10,,,,"R. Red, L. Red/collar, Injured front right leg juvenile",1,6,-,1,Badly injured front right leg,-,,-,-,Trapped AF and collared,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
509,,CSL090317,2017-03-09,8:15,CSL,Kabelo,CSL,,,No Rain,Lodge,-,-,No,Buildings,Building,-,27.0,,-,8,,,,37916,1,6,"Swollen nose, somewhat thin",1,Juvenile with injured front right leg,Yes,,-,-,-,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
510,,CSL100317,2017-03-10,16:00,CSL,Mike,CARACAL entrance near storage containers,,,No Rain,Urban,-,90,No,Slightly degraded,-,-,32.0,,30,14,,,,"37416, 37716, New collar, LG?",1,6,Swollen nose,-,-,-,,-,-,-,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
511,,CSL130317,2017-03-13,13:50,CSL,"Mike, Lena",Near CARACAL student housing project,-17.805261,25.151555,No Rain,Undeveloped,-,80,No,Slightly degraded,-,-,21.0,,-,-,,,,"BM41317, BM37416, BM37816",1,6,Swollen nose,-,-,,,-,-,-,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
512,,CSL270317,2017-03-27,8:10,CSL,"Lena, Kabelo",Behind Choppies,-17.805043,25.147072,No Rain,Urban,-,10,No,Buildings,-,-,27.0,No,-,12,,,,"BM37716, BM37616",,,,,-,-,,-,-,New radio collar appears somewhat thin,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
513,,CSL300317,2017-03-30,10:45,CSL,Kabelo,Next to swimmingpool,-17.806,25.14618,,,-,-,No,Buildings,-,-,24.0,Yes,,5,,,,-,1,-,-,-,-,-,,-,-,"Signal good, ear tag unidentified, not healthy is sub adult",,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
514,,CSL310317,2017-03-31,9:13,CSL,"Lena, Kabelo",Netx to river at Spa Safari Lodge,-17.80782,25.14554,No Rain,Lodge,-,-,Yes,-,-,-,32.0,Yes,,8,,,,"BM41317, Brown collar and L orange ?; ",1,4,"Swollen red nose, water eyes, swolen testicles, skinny",-,,-,,-,-,individual with brown collar and L organe ?,,,,,,,,,,,2017.0,3.0,1.0,"(3.0, 2017.0)"
515,,CSL030417,2017-04-03,10:10,CSL,"Lena, Kabelo",River at the Camp side,-17.80821,25.1459,No Rain,Lodge,-,0,No,Slightly degraded,Building,-,5.0,No,3,,,,,"Male with radio collar, but not the collar we trackted with the transmitter",,,,,-,-,,-,-,"Corllared individual seems skinny, hair is flushy and has a shorter tail. Most of the troop was under the Spa. Adults looks skinny ",,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
516,,CSL100417,2017-04-10,11:10,CSL,"Lena, Kabelo",next to camp site,-17.80797,25.14655,No Rain,Lodge,-,10,No,Buildings,-,-,26.0,,2+,-,,,,BM41317,3,Swollen nose,-,-,-,-,,-,-,"1 preagnet female,; one eartag can´t see collor; Subadult with tb signs;",,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
517,,CSL130417,2017-04-13,14:42,CSL,"Lena, Kabelo","Departmen of Forestry, behind Chopies",-17.80316,25.14799,No Rain,Urban,-,,No,Slightly degraded,Building Material,-,24.0,-,-,-,,,,BM41317; BM37416,-,-,1,"Right hand missing, healed",,Yes,5.0,-,-,"148.389 not found; put Camara in aparent Den, 1 adult with missing hand, Kabelo saw it ending February with blody bone exposed injury, individual was skinnythen but seems ok now",,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
518,,CSL210417,2017-04-21,8:55,CSL,"Lena, Kabelo",Between Room buildings,-17.80767,25.14672,No Rain,Lodge,-,80,No,Buildings,-,-,35.0,No,80,16+,,,,BM41317; BM31716,1,4,"Swollen nose and face, water eyes",1,broken leg,-,,-,-,RC Freq 148.387 and .389 Not working,,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
519,,CSL240417,2017-04-24,11:07,CSL,"Lena, Kabelo",In bush next to main entrance,-17.79431,25.23489,No Rain,Lodge,-,100,No,Slightly degraded,-,-,18.0,No,10,9+,,,,BM41317  ,-,-,-,-,-,-,,-,-,"indivudula with collar beld, one pup left behind when troop run away",,,,,,,,,,,2017.0,4.0,1.0,"(4.0, 2017.0)"
520,,CSL020517,2017-05-02,9:20,CSL,"Lena, Kabelo",Bus stop front of New Apostolic Church run to CSL, -17.80648,25.14877,No Rain,Undeveloped,-,0,Yes,Slightly degraded,-,Capparis tomentosa shrub,22.0,No,-,14,,,,BM37716  ,-,-,-,-,-,-,,-,-,"We don´t have the receiver, one with Radio collar",,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
521,,CSL050517,2017-05-05,15:35,CSL,"LP, PM, G",at entrance of lodge,-17.807,25.14684,No Rain,Lodge,-,30,No,Slightly degraded,-,-,16.0,No,20,8,,,,BM41317; BM38416; BM37416,-,-,-,-,-,-,,-,-,"Looks healthy, lot of pups",,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
522,,CSL090517,2017-05-09,11:45,CSL,Kabelo,"Behind Choppies towards river bank, close to car rental ",-,-,No Rain,Lodge,-,-,No,Buildings,-,-,29.0,No,-,7,,,,-,1,3,"swollen head and black watering eyes , Tb?",,-,-,,-,-,-,,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
523,,CSL100517,2017-05-10,16:45,CSL,"LP, KB  ",Infront of block from rooms 21-27 (facing river),-17.80665,25.14614,No Rain,Lodge,-,10,No,Buildings,-,-,30.0,Yes,-,3,,,,BM37716; BM37616,2,3,"Female with swollen nose, BM37716 with swollen nose and testicles, water eye (right eye blind?), slim",1,No right hand,-,,-,-,Interacting with vervet monckeys and warthog. Female with missing right hand has been seen since January,,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
524,,CSL120517,2017-05-12,11:39,CSL,KB,Troops behind choppies mall,-,-,No Rain,Residential,-,-,-,Pristine,,,27.0,,,7,,,,-,1,,"Adult female, with swollen redish nose, watering black eyes, sneezing",1,SubAdult with front right front cut off leg,,,,,"Sick female laying on her stomach for ong time, does not mix qith others",,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
525,,CSL150517,2017-05-15,16:00,CSL,"LP, KB  ",At staff kitchen of lodge,-17.82753,25.13804,No Rain,Lodge,-,0,No,Buildings,-,-,15.0,No,25,2,,,,BM41317; BM38416; BM37716,2,4,"BM38416 water eyes, swollen nose and face. BM37716 watery eyes, swollen nose, slim, limping of the right foot",,,,,,,BM38416 has a short tail,,,,,,,,,,,2017.0,5.0,1.0,"(5.0, 2017.0)"
526,,CSL020617,2017-06-02,9:19,CSL,KB,At Forestry behind The Ochard,-17.80355,25.80355,No Rain,Residential,,,Yes,Buildings,,,21.0,No,,4,,,,"BM41317, BM37416  ",1,,"Adult male, skinny, swollen testicles and face. Satnding hair and black wounds on tip of nose",,,,,,,red right eartag no identifiable,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
527,,CSL050617,2017-06-05,18:00,CSL,"LP, TS, KV",Privat parking fire assembly spot,-17.80731,25.14645,No Rain,Lodge,,0,No,Buildings,,,26.0,Yes,20,3+,,,,"BM37416, BM41317, BM38416, ",1,,Sub Ad hair standing,,,,,,,Juve left red eartag?,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
528,,CSL070617,2017-06-07,12:54,CSL,"LP, CM, KB",By buildinmaterial in lodge,-17.80743,25.14647,No Rain,Lodge,,10,No,Buildings,,,30.0,No,,1+,,,,BM41317,,,,,,,,,,Female with missing right hand seems healthy,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
529,,CSL100617,2017-06-10,9:21,CSL,"LP, ES","On mainroad in Lodge, between Bush and Safari lodge",-17.80677,25.14703,No Rain,Lodge,,0,No,Cultivated (lawn),,,25.0,No,,4+ ,,,,"BM41317, BM37416, BM38416",2,,"Adult with swollen nose, sub adult male withswolen face watery eyes, skinny, no swollen testicles.",2,"two sub adults limping, one right hand and hair standing, the other left foot",,,,,,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
530,,CSL120617,2017-06-12,10:25,CSL,KB,At pool in Chobe Safari Lodge,-17.805986,25.14607,No Rain,Lodge,,10,No,Buildings,,,32.0,Yes,,7,,,,,1,,Male with swollen testicles and watery eyes,,,,,,,Female with missing right hand seems healthy,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
531,,CSL140617,2017-06-14,15:00,CSL,"LP, KV",Around and in den,,,No Rain,Lodge,,0,No,Buildings,,,21.0,No,30,5,,,,"BM37616, BM37416, BM41317",3,,Adult with swollen nose and slim; Male sub adult slim; BM37416 slim,,,,,,,Female with missing right hand seems healthy,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
532,,CSL200617,2017-06-20,8:28,CSL,"LP, KV, SG",At camping site of CSL,-17.80882,25.14562,No Rain,Lodge,,95,No,Cultivated (lawn),,,35.0,No,100,14,,,,"BM37516, BM38416, BM41317",1,,Standing hair,1,Sub adult limping left foot,,,,,"RC no eartag, female with missing hans still in troop, loocks healthy. Freq 148.387 and 148.389 not found",,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
533,,CSL220617,2017-06-22,,CSL,"LP, KV, CM",Near bridge next to restaurant at CSL,-17.80634,25.14623,No Rain,Lodge,,0,No,Buildings,,,47.0,No,20,7,,,,"BM37416, BM41317, BM37916, ",1,,"Slim adult with swollen face, cuddeling with others",1,Adult male with umbilical hernia,,,,,,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
534,,CSL260617,2017-06-26,11:50,CSL,"LP, KV, AX",Next to swimming pool of Bush Lodge,-17.80742,25.14733,No Rain,Lodge,,98,No,Buildings,,,24.0,No,,8,,,,"BM38416, BM41317, BM37416, ",2,,"SA with swollen nose, watery eyes, Ad with severe nose laceration, swollen testcles and skinny laying away from rest of the troop",2,"BM41317 limping bag leg, Ad limping back right leg",,,,,Female without left paw seems healthy. BM are interacting with baboons,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
535,,CSL290617,2017-06-29,16:18,CSL,"LP, KV, KV",Yard between rooms and river of CSL,-17.80744,25.14575,No Rain,Lodge,,0,No,Buildings,,,35.0,Yes,,6,,,,"BM41317, BM38416",3,,"SA good bdy conditions but swollen nose, SA slim, SA very skinny with swollen testicles and nose",,,,,,,Close contact with vervet monkeys,,,,,,,,,,,2017.0,6.0,1.0,"(6.0, 2017.0)"
536,,CSL130717,2017-07-13,11:45,CSL,"LP, KVW, AB",Next to river at camp site CSL,-17.80816,25.14518,No Rain,Lodge,23,0,No,Heavily degraded,,,36.0,No,,15,,,,BM41317,1,,Adult with swollen testicles,1,Adult with short tail,,,,,BM41317 playing with juveniles,,,,,,,,,,,2017.0,7.0,1.0,"(7.0, 2017.0)"
537,,CSL250717,2017-07-25,8:20,CSL,"KV, ES","Outside CSL, along fence near car park and road",-17.80738,25.146487,No Rain,Lodge,,20,Yes,Buildings,Storage container,,36.0,Yes,,,,,,,1,,Very skin individual seen,,,,,,,"Female with missing right front paw missing was there, RC but could not identifie ear-tag. Strong signal from BM41317",,,,,,,,,,,2017.0,7.0,1.0,"(7.0, 2017.0)"
538,,CSL300717,2017-07-30,12:56,CSL,"LP, KV","White container, parking CSL",-17.80667,25.14641,No Rain,Lodge,24,70,No,Buildings,Hole in Ground,,14.0,No,50,3,,,,"BM41317, BM37716, BM37416",,,,,,,,,,,,,,,,,,,,,2017.0,7.0,1.0,"(7.0, 2017.0)"
539,,CSL180817,2017-08-18,9:45,CSL,"LP, OB",On river sand bank next to CSL,-17.870921,25.14505,No Rain,National Park,18,0,Yes,Heavily degraded,,Chobe River sandbank,49.0,Yes,25,30,,,,"BM38416, BM41317, BM37416, BM45317, BM45117, BM37616, BM45217, BM37816",1,3,Juvenile very skinny,1,Juvenile limping left hind foot,,,,,BM45217 lost Right green ear tag?,,,,,,,,,,,2017.0,8.0,1.0,"(8.0, 2017.0)"
540,,CSL290817,2017-08-29,8:30,CSL,"LP, OB",Trash collection cage at Choppies,-17.80544,25.14762,No Rain,Urban,19,0,Yes,Buildings,,,27.0,No,,,,,,,,,,,,,,,,"Inside and outside trash cage. A lady came to throw trash away and they ran towards CSL (20 approx.) and the others towards the river, but came back later and went to CSL.",,,,,,,,,,,2017.0,8.0,1.0,"(8.0, 2017.0)"
541,,CSL070917,2017-09-07,16:00,CSL,LP,Behind houses front of Choppies,-17.80459,25.14907,No Rain,Residential,32,0,Slight ,Buildings,,,40.0,No,,,,,,,,,,,,,,,,"Scared by dogs. Where hiding under a car. One Dog injured very badly a mongoose, I did euthanasia and Necropsy BM47317",,,,,,,,,,,2017.0,9.0,1.0,"(9.0, 2017.0)"
